Nombre Municipio o Total Provincial y/o CC.AA.;Código INE;Población  2012;Población  2011;Población  2010;Población  2009;Población  2008;Población  2007;Población  2006;Población  2005;Población varones;Población mujeres;Población españoles;Población extranjeros;Variación población 07-12 (Absoluta);Variación población españoles 07-12 (absoluta);Variación población extranjera 07-12 (absoluta);Variación población 07-12 (%);Ritmo de crecimiento medio anual de la población 07-12;Extensión (km2);Paro registrado en % s/población potencialmente activa 2012;% Paro de varones;% Paro de mujeres;% Paro de 16 a 24 años;% Paro de 25 a 49 años;% Paro de 50 a 64 años;Cuota de mercado  2012 ;Teléfonos  fijos 2012;Variación teléfonos fijos 07-12 (%);Líneas de banda ancha  2012;Vehículos de motor  2012;Automóviles  2012;Camiones y furgonetas  2012;Otros vehículos de motor 2012;Motocicletas;Autobuses;Tractores  industriales;Resto vehículos de motor;Variación total vehículos de motor 07-12 (%);Variación automóviles 07-12 (%);Variación camiones y furgonetas 07-12 (%);Variación otros vehículos de motor 07-12 (%);Oficinas de entidades de depósito  2013;Variación oficinas entidades de depósito 08-13 (Absoluta);Actividades industriales (industria y construcción);Actividades industriales: industria;Energía y agua;"Extracción y transf. min.energ y deriv.; ind.quím";"Industrias transf. de metales; mec. precisión";Industrias manufactureras;Actividades industriales: construcción;Variación actividades industriales 07-12 (%);Actividades comerciales mayoristas;"Materias primas agrarias; alim., bebidas y tabaco";Textiles, confección, calzado y artículos de cuero;"Productos farmac; perfum. y mant. hogar";Comercio al por mayor de art. consumo duradero;Comercio al por mayor interindustrial;Otro comercio al por mayor interindustrial;Otro comercio al por mayor no especificado;Variación actividades comerciales mayoristas 07-12 (%);Actividades comerciales minoristas  2012;Act. com. alimentación;Act. com. tradicional;Act. com. supermercados;Act. com. total no alimentación;Act. com vestido y calzado;Act. com. hogar;Act. com. resto no alimentación;Act. com. c. mixto y otros;Act. com. grandes almacenes;Act. com. hipermercados;Act. com. almacenes populares;Act. com. ambulante y mercadillos;Act. com otro comercio;Variación actividades comerciales minoristas 07-12 (%);Superficie-m2 actividades comerciales minoristas;Superficie-m2 alimentación;Superficie-m2 com. tradicional alim.;Superficie-m2 supermercados;Superficie-m2 total no alimentación;Superficie-m2 vestido y calzado;Superficie-m2 hogar;Superficie-m2 resto no alimentación;Superficie-m2 c. mixto y otros;Superficie-m2 grandes almacenes;Superficie-m2 hipermercados;Superficie-m2 almacenes populares;Superficie-m2 otro comercio;Centros comerciales;Superficie-m2 Centros comerciales  2012;Actividades de restauración y bares;Variación actividades de restauración y bares 07-12 (%);Índice industrial;Índice comercial;Índice comercial mayorista;Índice comercial minorista;Índice de restauración y bares;Índice turístico;Índice turístico 2006;Índice actividad económica;Índice actividad económica 2006
Terrassa;08279;215.678;213.697;212.724;210.941;206.245;202.136;199.817;194.947;106.776;108.902;185.086;30.592;13.542;7.232;6.310;6,7;1,3;70;15,6;16,1;15,3;7,8;16,3;18,7;435;87.925;8,3;49.395;137.410;94.562;20.257;22.374;14.180;153;457;7.801;4,9;4,3;-3,3;17,0;144;-71;3.247;1.695;57;74;543;1.021;1.552;-6,9;643;130;84;58;104;40;172;55;-9,5;2.724;1.110;1.040;70;1.427;416;342;669;187;1;5;13;43;125;-21,2;349.086;87.845;26.147;61.698;186.253;37.163;69.515;79.575;74.988;18.702;40.000;3.098;13.188;3;86.445;848;-7,8;439;474;506;449;448;89;40;418;429
Teulada;03128;14.578;14.722;14.778;14.620;14.236;13.281;12.745;11.983;7.320;7.258;4.957;9.621;1.297;76;1.221;9,8;1,9;32;8,1;7,7;8,0;6,5;10,1;5,7;36;7.828;-3,3;4.424;11.739;8.095;2.038;1.588;764;1;12;829;5,0;5,1;-0,8;12,6;17;-9;411;41;2;7;16;16;370;-22,2;33;14;3;2;7;0;6;1;-5,7;326;55;38;17;239;27;85;127;32;0;0;2;22;8;-37,0;56.696;12.239;1.083;11.156;39.858;1.495;18.496;19.867;4.599;0;0;3.647;952;0;n.d.;155;-24,2;16;21;14;27;30;20;25;21;29
Tiana;08282;8.151;7.973;7.774;7.590;7.505;7.417;7.305;7.079;3.915;4.236;7.853;298;734;642;92;9,9;1,9;8;7,8;7,4;8,5;3,0;8,4;9,2;15;2.508;-14,2;1.339;5.994;3.825;807;1.338;1.063;1;17;281;14,9;11,4;15,1;26,0;5;0;61;20;4;2;3;11;41;-22,8;14;5;2;0;1;2;3;1;-25,0;30;12;9;3;17;1;4;12;1;0;0;0;1;0;-46,8;2.883;723;231;492;2.159;59;900;1.200;1;0;0;0;1;0;n.d.;13;-22,2;2;3;3;2;3;1;1;4;6
Tías;35028;20.228;20.102;19.869;19.849;19.487;18.263;17.884;16.850;10.377;9.851;11.070;9.158;1.965;512;1.453;10,8;2,1;65;12,2;11,6;12,8;5,7;13,3;13,1;53;10.804;23,3;6.369;18.850;13.456;3.963;1.381;733;4;21;673;6,7;5,5;6,2;20,1;17;-4;216;55;3;14;5;33;161;-24,5;29;10;4;4;4;0;3;4;-24,4;669;169;147;22;355;100;128;127;145;0;0;0;9;136;-29,0;67.955;10.478;2.324;8.154;28.843;8.910;12.196;7.737;28.634;0;0;0;28.634;1;9.600;560;-19,7;12;46;16;70;109;701;785;48;47
Tibi;03129;1.761;1.763;1.745;1.719;1.677;1.625;1.572;1.485;913;848;1.407;354;136;62;74;8,4;1,6;70;11,5;11,6;11,1;10,3;13,6;9,0;4;552;-16,5;227;1.422;865;255;291;129;0;9;164;14,4;19,6;-5,6;20,8;2;0;48;24;2;1;7;14;24;-23,3;8;1;0;3;0;0;3;1;14,3;16;9;8;1;7;1;2;4;0;0;0;0;0;0;-25,6;687;226;96;130;461;59;98;304;0;0;0;0;0;0;n.d.;5;-58,3;7;2;3;1;2;0;0;4;3
Tijarafe;38047;2.765;2.763;2.769;2.768;2.757;2.744;2.720;2.713;1.400;1.365;2.110;655;21;-149;170;0,8;0,2;54;16,7;15,8;17,7;8,9;19,5;15,8;7;812;-8,0;386;2.577;1.262;1.046;258;108;0;24;137;18,6;12,5;21,6;40,8;2;0;32;12;0;2;1;9;20;-2,8;6;5;1;0;0;0;0;0;-25,0;26;8;2;6;15;0;6;9;3;0;0;0;0;3;-32,8;1.629;175;69;106;1.272;0;141;1.131;182;0;0;0;182;0;n.d.;6;-57,1;1;2;2;2;1;0;1;1;2
Tíjola;04092;3.838;3.875;3.955;3.985;3.961;3.949;3.877;3.820;1.899;1.939;3.597;241;-111;-77;-34;-2,8;-0,6;68;14,2;15,7;12,1;6,1;16,9;14,3;9;813;-20,4;461;3.230;1.873;717;639;223;7;48;362;9,6;11,4;7,8;6,7;2;-1;63;28;7;2;5;14;35;-12,2;12;8;0;0;0;0;4;0;-18,8;89;41;39;2;43;7;17;19;5;0;0;0;2;3;-32,5;5.879;3.118;2.655;463;2.561;517;813;1.231;200;0;0;0;200;0;n.d.;14;-50,0;25;4;3;4;3;1;1;10;4
Tinajo;35029;5.716;5.728;5.655;5.837;5.746;5.588;5.476;5.258;2.954;2.762;5.068;648;128;292;-164;2,3;0,5;135;19,1;18,9;19,0;11,8;20,4;20,2;12;1.156;-15,3;603;4.565;2.479;1.639;432;181;19;21;226;9,3;5,9;12,2;19,2;1;0;58;27;0;4;3;20;31;-14,5;5;3;1;0;1;0;0;0;-44,4;52;23;18;5;23;3;10;10;6;0;0;0;1;5;-33,2;2.038;908;196;712;974;92;387;495;156;0;0;0;156;0;n.d.;27;-24,3;2;3;1;5;3;34;34;3;3
Tivissa;43150;1.818;1.824;1.812;1.815;1.841;1.781;1.788;1.789;918;900;1.538;280;37;-61;98;2,1;0,4;209;11,2;11,5;10,5;9,8;10,7;12,7;4;601;-17,6;241;1.515;794;371;342;129;0;6;215;6,5;7,7;3,9;6,7;2;0;44;29;1;3;3;22;15;6,1;4;2;0;0;0;0;2;0;-20,0;31;15;14;1;15;3;1;11;1;0;0;1;0;0;-21,2;1.181;343;253;90;790;62;29;699;48;0;0;48;0;0;n.d.;7;-36,4;3;2;2;2;2;0;1;2;2
Tolox;29090;2.317;2.343;2.346;2.373;2.375;2.349;2.336;2.317;1.182;1.135;2.093;224;-32;-81;49;-1,4;-0,3;94;17,7;19,9;14,8;15,5;21,3;12,9;5;464;-25,1;194;1.723;869;523;329;97;1;1;232;15,7;12,3;17,0;23,5;2;0;10;7;1;1;0;5;3;-38,9;6;6;0;0;0;0;0;0;-16,7;32;20;20;0;10;4;5;1;2;0;0;0;1;1;1,4;1.602;797;797;0;778;20;719;39;27;0;0;0;27;0;n.d.;12;-29,4;1;1;2;1;2;1;3;1;1
Tona;08283;8.108;8.119;7.984;7.955;7.805;7.578;7.328;7.030;4.047;4.061;7.447;661;530;492;38;7,0;1,4;17;11,2;10,5;11,8;4,4;11,2;14,9;18;2.670;-10,4;1.423;6.313;4.080;1.183;1.016;665;10;37;338;12,3;9,8;10,1;25,9;8;-1;122;61;0;3;18;40;61;-19,2;29;9;2;2;6;3;4;3;0,0;85;22;20;2;55;13;9;33;8;0;0;0;2;6;-46,3;7.550;1.814;436;1.378;5.312;23;969;4.320;424;0;0;0;424;0;n.d.;24;-29,7;13;11;15;8;5;1;2;10;12
Tordera;08284;16.318;15.974;15.641;15.345;14.800;14.017;13.420;12.597;8.344;7.974;14.873;1.445;2.301;1.946;355;16,4;3,1;85;15,3;15,3;15,9;9,8;16,0;16,7;34;6.423;12,1;3.885;12.556;7.665;2.107;2.731;1.465;27;72;1.220;15,4;16,3;6,7;19,9;11;-3;276;86;4;10;25;47;190;-21,8;27;7;6;2;1;1;9;1;-23,7;199;47;43;4;123;22;31;70;29;0;0;0;18;11;-38,9;20.818;3.507;1.325;2.182;16.322;1.610;6.862;7.850;989;0;0;0;989;0;n.d.;69;-17,6;21;15;16;13;21;1;2;20;25
Torelló;08285;13.883;13.931;13.944;13.808;13.680;13.449;13.269;13.008;6.854;7.029;12.243;1.640;434;232;202;3,2;0,6;13;12,9;11,6;14,0;6,6;12,5;16,9;31;5.820;6,6;3.365;10.479;7.013;1.738;1.722;905;1;23;799;6,4;6,8;1,2;10,6;11;-3;349;163;3;7;57;96;186;-4,8;41;16;4;7;4;1;6;3;-15,4;230;69;63;6;149;27;39;83;12;0;0;0;4;8;-43,3;22.821;9.368;2.184;7.184;12.360;973;5.403;5.984;1.093;0;0;0;1.093;0;n.d.;43;-16,7;34;18;16;19;13;1;4;20;22
Torre de Claramunt (La);08286;3.863;3.796;3.757;3.726;3.615;3.466;3.298;3.063;2.003;1.860;3.723;140;397;353;44;11,5;2,2;15;14,8;12,4;17,4;13,1;13,4;18,7;7;1.038;-21,5;539;3.250;1.973;541;725;327;0;14;395;15,8;14,8;19,4;15,7;1;-1;76;28;2;2;12;12;48;-10,0;9;3;0;0;0;0;5;1;-33,3;25;4;4;0;6;0;3;3;15;0;0;0;0;15;-8,4;2.874;416;416;0;1.552;0;427;1.125;906;0;0;0;906;0;n.d.;3;-80,0;8;2;3;2;1;0;0;4;5
Torre-Pacheco;30037;33.911;33.218;32.471;31.495;30.351;29.187;28.152;27.400;17.728;16.183;23.687;10.224;4.724;1.686;3.038;16,2;3,0;189;14,0;14,9;13,6;9,2;15,4;13,8;73;10.261;16,2;6.559;27.093;17.206;5.670;4.187;1.451;64;495;2.207;6,1;4,9;4,9;12,9;28;-5;478;139;6;26;37;70;339;-8,7;182;128;2;5;10;3;31;3;1,1;427;132;116;16;270;58;92;120;25;0;0;2;8;15;-24,9;41.573;14.851;6.445;8.406;25.366;2.850;12.653;9.863;1.356;0;0;100;1.256;0;n.d.;154;-12,6;43;60;82;42;54;41;13;56;21
Torreblanca;12117;5.737;5.718;5.767;6.115;6.192;5.885;5.884;5.656;2.951;2.786;4.275;1.462;-148;-125;-23;-2,5;-0,5;30;14,5;17,4;11,4;12,8;15,8;12,3;12;1.663;-12,3;693;4.600;2.537;972;1.095;354;0;28;709;2,4;3,3;1,3;1,5;4;0;70;18;0;4;5;9;52;4,2;20;13;0;2;0;0;4;1;-16,7;99;31;25;6;55;5;15;35;13;0;0;1;2;10;-38,1;9.012;1.397;408;989;6.097;266;2.281;3.550;1.518;0;0;679;839;0;n.d.;36;-30,9;6;8;7;9;12;11;12;6;7
Torredembarra;43153;15.310;15.461;15.406;15.272;15.056;14.524;14.044;13.280;7.572;7.738;12.590;2.720;786;615;171;5,4;1,1;9;13,4;13,9;12,5;7,0;13,9;16,0;34;6.773;-0,5;3.396;10.305;6.564;1.503;2.298;1.039;0;59;1.140;5,7;8,9;0,1;0,6;16;-3;269;42;5;3;15;19;227;-4,3;23;6;1;5;3;2;5;1;-13,8;313;108;99;9;176;29;57;90;29;0;0;2;4;23;-39,0;28.532;7.018;1.575;5.443;17.926;1.037;8.243;8.646;3.588;0;0;945;2.643;0;n.d.;151;-18,4;7;18;13;22;40;16;25;13;14
Torrelavit;08287;1.392;1.398;1.383;1.372;1.290;1.275;1.232;1.209;750;642;1.264;128;117;96;21;9,2;1,8;24;7,6;6,5;8,8;6,9;6,9;9,3;3;514;-3,9;272;1.369;781;275;305;178;0;1;134;10,8;12,5;-1,4;19,0;0;-1;60;37;2;1;3;31;23;3,0;7;5;0;1;0;0;0;1;-12,5;11;6;6;0;3;1;0;2;2;0;0;0;0;2;-1,3;779;560;560;0;146;12;0;134;73;0;0;0;73;0;n.d.;3;0,0;25;1;2;0;0;0;0;9;9
Torrelles de Foix;08288;2.406;2.454;2.545;2.463;2.432;2.307;2.252;2.175;1.252;1.154;2.136;270;99;44;55;4,3;0,8;37;17,8;18,3;16,2;9,1;19,8;19,1;5;842;-19,2;364;2.000;1.280;361;351;190;0;3;166;5,9;12,7;-16,6;12,2;1;0;34;18;1;1;3;13;16;-5,0;5;4;0;0;0;0;1;0;0,0;10;6;6;0;3;0;1;2;1;0;0;0;0;1;-32,4;784;178;178;0;338;0;163;175;268;0;0;0;268;0;n.d.;6;-33,3;4;1;2;1;1;0;1;2;2
Torrelles de Llobregat;08289;5.740;5.661;5.526;5.430;5.208;4.974;4.861;4.604;2.854;2.886;5.402;338;766;681;85;15,4;2,9;14;10,1;9,6;10,8;3,6;10,9;11,8;11;1.851;-12,3;1.268;4.505;2.811;706;973;738;0;24;226;17,3;17,7;11,5;20,6;3;0;87;19;1;4;5;9;68;-2,9;10;3;1;0;2;0;3;1;-9,1;27;10;8;2;16;4;4;8;1;0;0;0;0;1;-30,1;2.194;800;108;692;1.307;157;307;843;87;0;0;0;87;0;n.d.;17;-28,0;3;3;5;2;3;1;0;3;4
Torremolinos;29901;68.961;68.181;66.957;65.448;63.077;60.010;58.683;55.479;34.638;34.323;51.336;17.625;8.951;6.763;2.188;14,9;2,8;20;15,3;13,5;17,1;8,1;16,1;17,1;136;26.219;5,9;14.858;45.587;32.505;4.623;8.425;4.625;138;29;3.667;14,2;13,7;6,5;21,1;41;-15;445;110;7;5;37;61;335;2,5;152;53;28;11;26;4;20;10;-25,7;1.262;263;229;34;874;223;273;378;125;1;2;7;41;74;-15,2;128.504;34.222;7.555;26.667;65.060;16.785;20.158;28.117;29.222;2.023;13.000;7.672;6.527;2;19.310;933;-10,5;27;126;100;146;202;1.384;1.383;87;101
Torrent;46244;81.402;80.610;79.843;78.543;76.927;75.131;74.616;72.660;40.741;40.661;72.188;9.214;6.271;3.351;2.920;8,3;1,6;69;18,8;18,6;19,1;13,2;20,1;19,0;158;32.311;15,3;20.025;49.490;34.746;6.541;8.173;4.287;25;280;3.611;5,3;3,8;-0,9;18,2;49;-15;874;463;28;33;159;243;411;-0,5;164;50;6;14;27;10;43;14;-18,6;932;271;238;33;591;127;157;307;70;0;0;3;25;42;-23,4;107.348;31.768;5.911;25.857;67.963;9.683;19.361;38.919;7.617;0;0;1.910;5.707;1;17.461;316;-10,6;105;105;106;104;127;12;11;93;92
Torres de Cotillas (Las);30038;21.608;21.443;21.282;21.062;20.456;19.611;18.842;18.134;11.046;10.562;19.363;2.245;1.997;1.469;528;10,2;2,0;39;16,9;15,8;18,2;12,9;17,9;17,2;42;7.231;9,7;4.724;16.506;10.579;2.270;3.599;1.206;1;419;2.031;10,3;10,6;5,0;13,1;12;-5;254;130;2;21;40;67;124;-7,7;58;22;2;7;6;3;13;5;-29,1;236;48;43;5;166;25;49;92;22;0;0;1;2;19;-32,3;27.638;9.154;2.683;6.471;16.466;1.093;7.230;8.143;2.018;0;0;1.129;889;0;n.d.;75;-32,2;40;28;38;20;28;0;0;25;25
Torrevieja;03133;103.720;102.136;101.091;101.792;101.381;94.006;92.034;84.348;52.271;51.449;48.851;54.869;9.714;2.624;7.090;10,3;2,0;71;15,8;15,8;16,0;8,8;17,8;15,3;193;34.034;-7,9;18.370;54.369;40.227;6.244;7.910;3.267;12;74;4.545;4,5;4,7;-0,5;8,0;56;-19;1.287;140;15;7;44;74;1.147;3,1;123;46;3;23;17;5;23;6;-15,7;1.517;361;312;49;915;243;254;418;241;0;3;11;150;77;-21,8;224.613;63.843;12.519;51.324;131.522;18.805;61.892;50.825;29.248;0;18.000;3.099;8.149;2;41.244;812;-7,0;84;174;89;240;263;96;91;144;166
Torroella de Montgrí;17199;11.494;11.385;11.522;11.598;11.441;10.924;10.588;10.228;5.821;5.673;8.221;3.273;570;215;355;5,2;1,0;66;8,3;9,2;7,4;3,3;8,9;10,0;29;5.941;12,4;3.353;9.422;5.694;1.914;1.800;991;15;28;780;5,6;5,8;1,2;9,9;13;-2;274;56;3;5;18;30;218;-11,5;27;10;2;1;6;1;5;2;-12,9;308;109;96;13;184;26;34;124;15;0;0;1;3;11;-32,6;27.288;8.641;2.841;5.800;17.262;1.204;3.792;12.266;1.385;0;0;427;958;0;n.d.;144;-12,1;17;21;13;27;24;137;137;21;26
Torrox;29091;18.274;17.859;17.303;16.890;16.395;15.616;14.925;13.964;9.238;9.036;10.837;7.437;2.658;652;2.006;17,0;3,2;50;14,7;15,2;14,5;12,0;17,5;10,5;37;7.191;8,5;3.893;12.070;6.844;2.357;2.822;1.005;21;33;1.810;14,0;16,8;4,0;16,5;13;-8;154;30;1;4;8;17;124;-26,5;27;22;1;1;0;0;2;1;-24,3;208;61;52;9;133;10;58;65;14;0;0;1;4;9;-37,5;19.926;9.901;1.629;8.272;9.161;144;4.106;4.911;864;0;0;500;364;0;n.d.;150;-18,8;5;16;14;17;33;50;37;11;13
Tortosa;43155;34.734;34.432;34.473;35.143;35.734;34.832;34.266;33.705;17.466;17.268;27.444;7.290;-98;-936;838;-0,3;-0,1;219;14,7;16,1;13,5;8,5;16,1;15,5;80;14.819;6,0;7.829;26.770;15.841;5.346;5.613;2.327;174;123;2.959;6,1;7,5;3,4;4,9;30;-14;508;198;8;26;45;119;310;8,8;165;79;6;14;22;6;30;8;-23,8;797;239;225;14;514;198;83;233;44;0;2;5;5;32;-24,6;93.441;12.608;2.942;9.666;56.359;13.111;14.108;29.140;24.474;0;9.600;5.451;9.423;0;n.d.;182;-19,0;127;81;97;69;60;34;57;80;71
Tossa de Mar;17202;5.952;5.917;5.976;5.948;5.845;5.662;5.414;5.260;3.049;2.903;4.595;1.357;290;76;214;5,1;1,0;38;4,1;4,3;3,8;2,1;3,6;6,0;14;3.065;-4,0;1.263;5.484;2.575;769;2.120;1.113;6;1;1.020;8,1;5,4;3,9;13,3;8;-1;86;19;1;3;4;11;67;-21,2;10;8;0;1;1;0;0;0;0,0;138;30;23;7;90;16;27;47;18;0;0;1;1;16;-38,2;12.224;2.513;431;2.082;5.644;1.238;1.258;3.148;4.067;0;0;618;3.449;0;n.d.;120;-16,4;3;9;5;12;17;199;219;12;12
Totana;30039;30.549;29.961;29.333;29.211;28.976;28.742;28.360;27.714;15.740;14.809;23.848;6.701;1.807;956;851;6,3;1,2;289;10,8;11,3;10,6;7,1;11,4;11,2;63;10.988;17,9;6.864;25.242;13.913;4.140;7.190;2.085;16;340;4.748;8,6;12,0;2,4;6,0;16;-3;353;177;3;49;33;92;176;-19,4;114;79;1;10;5;5;11;3;-20,7;488;152;138;14;295;55;85;155;41;0;1;0;7;33;-31,2;56.297;14.115;2.078;12.037;37.503;2.927;12.097;22.479;4.679;0;2.500;0;2.179;0;n.d.;135;-17,2;29;47;56;41;48;9;6;29;36
Tous;46246;1.301;1.268;1.268;1.260;1.172;1.152;1.126;1.116;666;635;1.241;60;149;135;14;12,9;2,5;128;18,0;13,9;23,1;13,5;19,2;18,2;3;319;-18,2;140;1.004;568;220;213;61;7;1;147;12,9;21,1;0,0;8,0;1;0;15;3;1;0;2;0;12;-33,3;2;1;0;0;1;0;0;0;-71,4;7;4;3;1;1;0;0;1;2;0;0;0;0;2;-30,2;408;234;117;117;50;0;0;50;124;0;0;0;124;0;n.d.;3;-62,5;0;1;1;1;0;0;0;0;1
Traiguera;12121;1.654;1.686;1.701;1.695;1.704;1.698;1.664;1.632;845;809;1.367;287;-44;-70;26;-2,6;-0,5;60;12,2;14,2;9,1;5,4;12,7;14,1;4;520;-8,7;212;1.394;702;465;217;86;0;4;137;8,4;8,5;4,0;18,2;2;0;40;19;2;5;1;11;21;-6,4;5;4;0;0;0;0;1;0;-16,7;40;19;19;0;16;4;3;9;5;0;0;0;1;4;-29,2;2.757;1.322;1.322;0;1.314;10;302;1.002;121;0;0;0;121;0;n.d.;4;-66,7;2;1;2;1;1;0;1;2;3
Trebujena;11037;7.091;7.041;7.034;6.966;6.920;6.906;6.911;6.893;3.582;3.509;6.917;174;185;109;76;2,7;0,5;70;22,0;24,2;19,8;15,9;26,7;15,4;13;1.473;-8,1;786;5.470;2.917;751;1.753;393;11;57;1.341;10,6;12,0;6,5;10,2;4;0;42;21;2;1;5;13;21;-14,0;12;8;0;2;1;0;1;0;-33,3;54;18;15;3;32;5;9;18;4;0;0;0;0;4;-40,3;6.474;1.377;342;1.035;4.905;392;2.621;1.892;192;0;0;0;192;0;n.d.;27;-25,6;2;5;4;5;6;0;1;3;4
Trigueros;21070;7.801;7.820;7.729;7.584;7.477;7.396;7.373;7.260;3.885;3.916;7.632;169;405;298;107;5,5;1,1;118;18,3;19,9;16,6;11,5;19,9;18,9;16;1.773;-13,1;1.172;5.818;3.893;848;1.077;411;1;29;636;12,6;15,4;1,8;12,1;6;0;69;37;1;6;8;22;32;-12,6;13;9;0;0;1;0;2;1;-18,8;122;46;39;7;59;7;18;34;17;0;0;0;3;14;-36,1;10.897;2.201;391;1.810;7.163;136;4.557;2.470;1.533;0;0;0;1.533;0;n.d.;39;-25,5;4;9;5;12;11;0;0;5;7
Tuéjar;46247;1.206;1.234;1.201;1.236;1.271;1.300;1.208;1.225;663;543;1.149;57;-94;-100;6;-7,2;-1,5;122;14,8;11,0;18,9;12,5;16,3;13,3;3;433;-7,3;161;1.037;507;255;271;65;1;4;205;8,6;14,4;0,4;6,6;2;0;31;20;7;4;2;7;11;-2,9;4;2;0;0;1;0;1;0;0,0;25;9;9;0;11;1;4;6;5;0;0;0;0;5;-21,9;2.100;335;335;0;1.590;8;186;1.396;175;0;0;0;175;0;n.d.;7;-46,2;1;1;2;1;2;2;5;1;2
Tuineje;35030;13.615;13.451;13.536;13.632;13.569;13.124;12.836;12.517;7.025;6.590;10.802;2.813;491;19;472;3,7;0,7;276;17,5;17,3;18,2;11,7;18,6;18,9;31;4.886;27,6;3.071;10.235;5.318;3.730;1.138;377;15;72;723;13,3;15,3;8,1;21,9;7;-1;167;56;14;5;10;27;111;-19,7;23;16;0;1;1;1;3;1;-11,1;223;49;42;7;134;18;48;68;40;0;1;0;6;33;-23,9;26.065;1.958;339;1.619;12.188;1.234;4.020;6.934;11.919;0;4.395;0;7.524;0;n.d.;76;-18,0;7;22;12;30;11;53;70;13;12
Turís;46248;6.637;6.529;6.546;6.499;6.317;6.053;5.788;5.556;3.488;3.149;6.007;630;584;558;26;9,6;1,9;81;13,5;13,9;13,4;10,8;14,4;12,9;13;1.396;-24,4;697;4.638;2.524;1.067;1.056;316;5;31;695;10,1;15,7;0,4;8,0;6;1;99;52;7;14;8;23;47;-24,7;18;9;0;2;1;0;4;2;-20,0;78;27;24;3;44;8;8;28;7;0;0;1;1;5;-31,3;10.006;4.534;1.323;3.211;4.936;394;2.126;2.416;536;0;0;170;366;0;n.d.;20;-22,2;7;7;6;8;5;0;0;6;7
Turre;04093;3.929;3.901;3.791;3.626;3.453;3.264;3.045;2.884;2.031;1.898;2.292;1.637;665;128;537;20,4;3,8;108;16,0;17,6;14,1;12,8;20,1;11,0;8;940;-10,9;449;2.769;1.678;618;486;161;0;4;308;11,3;15,4;2,7;9,7;2;0;48;11;0;1;4;6;37;-24,3;3;2;0;0;1;0;0;0;0,0;39;14;12;2;12;2;7;3;13;0;0;0;2;11;-49,9;3.013;1.214;89;1.125;1.075;11;1.015;49;724;0;0;0;724;0;n.d.;15;-46,4;1;2;1;3;2;1;1;2;3
Ubrique;11038;16.859;16.873;16.915;16.979;17.071;17.162;17.205;17.362;8.295;8.564;16.709;150;-303;-354;51;-1,8;-0,4;70;25,6;21,7;29,2;12,7;26,6;30,8;32;5.810;25,8;3.489;11.858;7.142;1.666;3.068;1.028;0;6;2.016;6,4;8,2;2,0;4,6;8;0;315;266;1;2;10;253;49;-16,4;71;7;42;0;2;0;20;0;-31,2;189;43;27;16;136;51;37;48;10;0;0;1;3;6;-40,8;11.323;5.181;582;4.599;5.581;2.509;1.643;1.429;561;0;0;86;475;0;n.d.;71;-31,3;8;20;25;17;25;1;1;11;11
Ugíjar;18182;2.643;2.711;2.681;2.569;2.613;2.599;2.531;2.524;1.307;1.336;2.451;192;44;2;42;1,7;0,3;67;16,2;17,6;13,8;13,4;18,9;12,4;6;649;-16,2;276;1.576;866;425;281;95;2;13;175;4,5;3,0;1,2;15,4;2;0;41;24;1;4;3;16;17;0,0;9;8;0;0;0;0;1;0;-18,2;52;10;6;4;32;6;8;18;10;0;0;0;1;9;-30,2;4.724;428;72;356;3.744;996;1.822;926;552;0;0;0;552;0;n.d.;18;-33,3;1;3;3;4;3;0;2;2;2
Ullà;17204;1.037;1.075;1.019;1.076;1.067;1.019;1.039;946;572;465;635;402;18;-29;47;1,8;0,4;7;14,3;13,3;14,2;4,6;15,7;18,4;2;294;0,2;172;1.111;643;230;232;124;0;6;108;7,1;4,0;-1,7;28,6;0;0;33;16;1;4;5;6;17;-7,7;14;7;0;0;3;1;3;0;18,2;14;5;5;0;9;0;2;7;0;0;0;0;0;0;-27,7;1.841;68;68;0;1.773;0;790;983;0;0;0;0;0;0;n.d.;2;-50,0;2;3;5;1;1;0;0;2;2
Ullastrell;08290;1.981;1.904;1.892;1.864;1.761;1.687;1.529;1.450;1.004;977;1.947;34;294;291;3;17,4;3,3;7;9,2;8,7;10,4;2,5;10,3;9,6;4;621;-2,3;449;1.449;894;292;253;190;0;4;69;21,5;19,7;14,5;37,7;1;0;33;16;0;2;2;12;17;-14,0;10;3;1;0;0;3;3;0;-16,7;8;5;5;0;1;0;0;1;2;0;0;0;1;1;-47,0;636;545;545;0;80;0;0;80;11;0;0;0;11;0;n.d.;2;-66,7;1;2;4;0;0;0;0;1;3
Ulldecona;43156;7.372;7.404;7.335;7.236;6.987;6.566;6.229;6.325;3.830;3.542;4.900;2.472;806;-7;813;12,3;2,3;127;11,9;12,8;10,5;6,5;13,5;11,2;15;1.845;-14,0;863;5.122;3.132;1.221;757;306;0;21;442;7,7;8,4;5,2;8,6;5;0;152;94;3;18;18;55;58;-8,9;21;7;1;4;3;1;4;1;-14,8;92;26;24;2;59;9;17;33;7;0;0;1;1;5;-36,4;10.921;901;613;288;9.142;483;6.539;2.120;878;0;0;523;355;0;n.d.;27;-29,3;19;7;9;6;6;1;2;16;10
